InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV873271,S00071,Product 071,2,23-06-2024,84.55,C1097,USA
INV889683,S00001,Product 001,3,03-10-2024,56.81,C1116,France
INV977101,S00048,Product 048,1,25-03-2024,79.2,C1005,France
INV209813,S00086,Product 086,8,07-05-2024,110.01,C1074,USA
INV632070,S00090,Product 090,5,25-09-2024,110.21,C1008,India
INV202836,S00029,Product 029,2,23-02-2025,113.47,C1099,Germany
INV306004,S00098,Product 098,5,08-09-2024,59.87,C1060,India
INV370287,S00116,Product 116,9,25-11-2024,104.19,C1002,Germany
INV681529,S00061,Product 061,8,13-11-2024,37.33,C1092,USA
INV488093,S00046,Product 046,8,12-06-2024,72.66,C1091,United Kingdom
INV878261,S00063,Product 063,4,19-06-2024,88.3,C1110,Spain
INV368687,S00004,Product 004,4,15-09-2024,103.6,C1058,United Kingdom
INV655505,S00063,Product 063,3,20-01-2024,136.98,C1111,India
INV786867,S00004,Product 004,3,20-02-2025,47.11,C1079,USA
INV982277,S00005,Product 005,9,08-01-2025,127.1,C1063,India
INV320739,S00066,Product 066,2,05-07-2024,48.05,C1042,France
INV760242,S00061,Product 061,8,15-08-2024,83.68,C1035,India
INV176297,S00118,Product 118,9,18-07-2024,124.56,C1074,Germany
INV589087,S00061,Product 061,8,31-01-2025,109.03,C1088,Spain
INV472419,S00117,Product 117,6,06-04-2025,129.7,C1004,USA
INV962693,S00097,Product 097,8,07-03-2024,122.6,C1049,France
INV796040,S00041,Product 041,1,08-09-2024,42.9,C1005,United Kingdom
INV934524,S00111,Product 111,8,09-01-2024,148.95,C1047,France
INV865504,S00058,Product 058,5,01-10-2024,140.68,C1095,France
INV469603,S00071,Product 071,9,30-05-2024,65.67,C1082,India
INV760009,S00012,Product 012,1,23-07-2024,8.99,C1014,India
INV127420,S00026,Product 026,9,04-10-2024,46.92,C1086,France
INV602097,S00063,Product 063,6,15-07-2024,125.75,C1001,India
INV142570,S00033,Product 033,1,27-08-2024,142.73,C1001,United Kingdom
INV751771,S00072,Product 072,5,09-04-2025,125.09,C1109,Germany
INV970049,S00010,Product 010,1,07-05-2025,60.72,C1003,Spain
INV713249,S00030,Product 030,1,04-01-2024,10.37,C1031,India
INV855942,S00080,Product 080,5,17-08-2024,78.6,C1015,India
INV310929,S00073,Product 073,8,29-05-2025,57.7,C1069,Spain
INV994514,S00118,Product 118,1,18-11-2024,20.2,C1062,United Kingdom
INV595682,S00108,Product 108,3,04-05-2024,17.67,C1100,India
INV707005,S00097,Product 097,4,26-12-2024,24.65,C1118,France
INV793547,S00001,Product 001,5,29-03-2024,32.46,C1089,Germany
INV675632,S00072,Product 072,1,14-01-2024,113.56,C1056,France
INV385408,S00028,Product 028,6,19-01-2025,58.49,C1005,India
INV650286,S00032,Product 032,5,09-11-2024,66.67,C1110,Germany
INV688575,S00025,Product 025,9,04-04-2025,90.56,C1067,Spain
INV871603,S00055,Product 055,3,28-07-2024,144.1,C1026,United Kingdom
INV533331,S00015,Product 015,5,03-06-2025,113.96,C1065,India
INV551619,S00064,Product 064,1,13-09-2024,97.57,C1047,United Kingdom
INV552842,S00020,Product 020,9,24-03-2025,112.09,C1042,USA
INV202978,S00060,Product 060,8,01-03-2024,108.46,C1054,USA
INV181049,S00075,Product 075,4,29-02-2024,104.16,C1090,USA
INV118389,S00022,Product 022,5,20-04-2025,75.47,C1019,France
INV699594,S00013,Product 013,8,22-05-2025,85.89,C1115,India
INV476973,S00096,Product 096,3,26-07-2025,70.3,C1007,United Kingdom
INV879117,S00088,Product 088,3,16-07-2024,60.45,C1017,Germany
INV732012,S00032,Product 032,3,14-01-2024,42.07,C1081,United Kingdom
INV227288,S00106,Product 106,7,18-08-2025,54.57,C1017,United Kingdom
INV190065,S00027,Product 027,2,31-12-2024,65.42,C1093,France
INV429494,S00111,Product 111,1,30-05-2024,87.75,C1088,Spain
INV928848,S00014,Product 014,2,09-04-2025,75.98,C1051,USA
INV143800,S00079,Product 079,-9,03-07-2025,17.98,C1054,United Kingdom
INV268660,S00003,Product 003,8,22-06-2024,52.32,C1119,France
INV126668,S00024,Product 024,9,12-04-2025,57.68,C1095,India
INV472297,S00049,Product 049,3,23-04-2025,106.63,C1075,Germany
INV990691,S00011,Product 011,4,01-11-2024,51.27,C1016,India
INV715342,S00055,Product 055,5,19-01-2025,3.18,C1070,Spain
INV544123,S00028,Product 028,5,12-06-2024,14.48,C1004,Spain
INV229957,S00012,Product 012,1,18-07-2025,75.56,C1030,United Kingdom
INV419966,S00115,Product 115,6,20-08-2025,29.9,C1083,Germany
INV572087,S00117,Product 117,1,19-08-2025,75.2,C1048,USA
INV347389,S00115,Product 115,3,24-03-2025,86.98,C1119,USA
INV734552,S00019,Product 019,3,26-01-2024,140.15,C1112,France
INV982010,S00046,Product 046,7,10-08-2024,99.03,C1011,Spain
INV285347,S00039,Product 039,9,27-09-2024,6.59,C1106,Spain
INV327025,S00039,Product 039,7,06-08-2025,58.35,C1103,Spain
INV213610,S00050,Product 050,4,28-11-2024,119.43,C1012,India
INV753136,S00061,Product 061,5,21-11-2024,40.56,C1046,Spain
INV515548,S00058,Product 058,5,30-03-2024,138.9,C1113,United Kingdom
INV355382,S00035,Product 035,2,27-04-2025,80.29,C1002,United Kingdom
INV297266,S00117,Product 117,9,23-07-2024,15.68,C1007,USA
INV163440,S00117,Product 117,9,25-02-2024,37.77,C1061,India
INV528540,S00040,Product 040,3,23-08-2025,136.13,C1114,Germany
INV714948,S00027,Product 027,2,25-04-2024,148.74,C1033,United Kingdom
INV311525,S00064,Product 064,2,10-01-2024,129.73,C1092,Germany
INV101467,S00044,Product 044,6,17-02-2024,49.46,C1083,Spain
INV525991,S00118,Product 118,1,02-10-2024,115.79,C1017,Spain
INV708172,S00052,Product 052,1,03-03-2024,34.89,C1034,Germany
INV410497,S00005,Product 005,6,27-05-2025,58.91,C1074,Germany
INV325338,S00015,Product 015,2,07-11-2024,105.18,C1057,Germany
INV238862,S00009,Product 009,1,15-07-2024,145.4,C1028,France
INV771493,S00046,Product 046,1,02-01-2024,67,C1024,Germany
INV875408,S00038,Product 038,7,18-10-2024,75.38,C1066,France
INV792774,S00102,Product 102,4,01-04-2024,34.58,C1099,United Kingdom
INV566368,S00106,Product 106,3,17-08-2025,61.68,C1049,USA
INV751695,S00017,Product 017,6,25-06-2024,11.33,C1111,USA
INV457225,S00113,Product 113,2,15-10-2024,129.07,C1080,France
INV122035,S00070,Product 070,5,12-01-2024,5.45,C1048,India
INV430818,S00037,Product 037,5,20-03-2024,103.16,C1084,Spain
INV733362,S00049,Product 049,7,06-05-2024,42.44,C1053,United Kingdom
INV682606,S00053,Product 053,6,01-02-2024,72.46,C1090,Germany
INV991130,S00021,Product 021,7,17-03-2025,43.67,C1117,United Kingdom
INV997747,S00104,Product 104,2,28-07-2025,61.21,C1094,India
INV318362,S00002,Product 002,2,22-08-2025,82.92,C1017,India
INV108606,S00009,Product 009,5,10-06-2024,96.85,C1008,Spain
INV346814,S00033,Product 033,1,24-04-2025,141.16,C1097,United Kingdom
INV888525,S00018,Product 018,5,02-11-2024,51.17,C1101,Germany
INV832173,S00008,Product 008,6,28-01-2024,88.56,C1068,France
INV188878,S00046,Product 046,8,25-02-2024,135.45,C1029,United Kingdom
INV244356,S00045,Product 045,6,29-11-2024,44.95,C1105,United Kingdom
INV607172,S00015,Product 015,9,14-09-2024,130.03,C1053,Germany
INV694524,S00097,Product 097,6,06-01-2024,143.72,C1035,Spain
INV984100,S00106,Product 106,5,19-07-2025,127.43,C1043,United Kingdom
INV779522,S00086,Product 086,3,20-03-2025,86.34,C1035,USA
INV290669,S00063,Product 063,7,01-11-2024,108.87,C1033,France
INV133444,S00113,Product 113,8,23-08-2025,73.2,C1039,Germany
INV670253,S00042,Product 042,3,13-08-2025,90.39,C1080,United Kingdom
INV598385,S00051,Product 051,1,15-08-2025,146.22,C1001,USA
INV929577,S00002,Product 002,1,06-06-2024,39.17,C1043,Spain
INV618288,S00085,Product 085,6,19-06-2025,119.3,C1020,USA
INV551115,S00012,Product 012,6,02-11-2024,76.92,C1077,India
INV373098,S00080,Product 080,2,17-03-2025,28.18,C1119,USA
INV177641,S00094,Product 094,1,06-06-2025,97.24,C1094,USA
INV888709,S00026,Product 026,6,09-04-2024,119.28,C1029,India
INV843456,S00073,Product 073,4,29-09-2024,86.18,C1061,USA
INV246474,S00037,Product 037,4,19-03-2024,125.94,C1002,USA
INV733501,S00048,Product 048,3,18-06-2024,56.15,C1049,Germany
INV427774,S00064,Product 064,7,08-09-2024,137.24,C1033,Spain
INV493331,S00030,Product 030,7,04-06-2025,97.95,C1060,USA
INV863800,S00095,Product 095,1,08-06-2025,120.87,C1049,USA
INV857822,S00047,Product 047,1,25-08-2024,42.4,C1081,United Kingdom
INV271578,S00055,Product 055,5,19-07-2024,68.03,C1065,United Kingdom
INV376848,S00097,Product 097,6,18-11-2024,136.62,C1112,Germany
INV839235,S00028,Product 028,2,08-07-2025,9.53,C1008,India
INV925293,S00054,Product 054,2,16-08-2025,61.79,C1113,France
INV171162,S00119,Product 119,7,17-05-2024,117.49,C1094,Spain
INV850233,S00048,Product 048,5,23-04-2024,112.08,C1085,United Kingdom
INV540305,S00014,Product 014,2,05-03-2025,128.04,C1099,United Kingdom
INV631280,S00034,Product 034,6,02-07-2024,111.43,C1006,India
INV167797,S00114,Product 114,1,01-05-2024,142.17,C1025,Germany
INV712321,S00091,Product 091,3,19-01-2024,75.74,C1000,United Kingdom
INV710112,S00097,Product 097,7,02-09-2024,94.39,C1095,Germany
INV696433,S00031,Product 031,3,26-08-2024,127.46,C1042,Germany
INV811540,S00100,Product 100,1,08-12-2024,105.85,C1043,France
INV951449,S00047,Product 047,9,01-05-2024,17.1,C1073,USA
INV864871,S00095,Product 095,3,10-03-2025,56.32,C1050,Germany
INV770304,S00105,Product 105,5,17-02-2025,83.78,C1076,Spain
INV983135,S00025,Product 025,8,08-10-2024,113.7,C1112,Germany
INV707088,S00112,Product 112,9,20-04-2024,82.45,C1039,France
INV704813,S00076,Product 076,8,04-11-2024,117.08,C1107,Germany
INV587850,S00087,Product 087,4,14-02-2025,125.97,C1063,France
INV792154,S00091,Product 091,8,14-08-2024,41.24,C1045,Spain
INV164238,S00021,Product 021,1,09-06-2024,93.18,C1110,Spain
INV555181,S00089,Product 089,3,03-11-2024,84.45,C1058,United Kingdom
INV482788,S00026,Product 026,2,03-08-2024,35.64,C1015,United Kingdom
INV921462,S00033,Product 033,5,31-08-2024,74.5,C1034,Germany
INV165304,S00014,Product 014,9,31-07-2024,83.19,C1101,USA
INV679381,S00022,Product 022,7,03-07-2024,122.97,C1061,Germany
INV265896,S00117,Product 117,9,11-03-2025,70.23,C1067,Spain
INV895195,S00040,Product 040,2,06-10-2024,13.98,C1081,France
INV866667,S00047,Product 047,7,10-10-2024,74.12,C1023,France
INV311906,S00058,Product 058,7,01-02-2025,126.02,C1011,United Kingdom
INV884534,S00085,Product 085,5,07-08-2024,86.55,C1052,France
INV547063,S00069,Product 069,1,02-03-2024,49.19,C1110,USA
INV973938,S00064,Product 064,1,02-06-2025,138.3,C1015,USA
INV756836,S00100,Product 100,9,03-02-2024,25.04,C1086,Germany
INV131017,S00060,Product 060,3,13-12-2024,50.38,C1117,Spain
INV282449,S00092,Product 092,6,10-06-2024,66.7,C1011,Germany
INV463237,S00109,Product 109,9,10-05-2024,111.22,C1015,USA
INV290205,S00081,Product 081,5,26-01-2024,125.69,C1104,Spain
INV219187,S00005,Product 005,2,01-07-2025,10.67,C1013,USA
INV980237,S00032,Product 032,5,17-09-2024,119.22,C1089,USA
INV882155,S00074,Product 074,3,27-07-2024,108.64,C1095,Germany
INV491148,S00057,Product 057,2,26-03-2025,134.41,C1037,France
INV293524,S00034,Product 034,8,24-01-2024,135.27,C1034,Spain
INV263633,S00040,Product 040,4,09-12-2024,117.07,C1062,Germany
INV924194,S00010,Product 010,7,27-10-2024,30.15,C1060,India
INV398317,S00028,Product 028,7,02-12-2024,48.45,C1103,Spain
INV111337,S00094,Product 094,5,16-03-2024,140.58,C1071,Germany
INV457638,S00002,Product 002,5,02-08-2025,90.53,C1116,France
INV508905,S00100,Product 100,2,24-05-2024,81.74,C1028,India
INV660776,S00041,Product 041,5,16-02-2025,137.52,C1033,France
INV404818,S00097,Product 097,7,30-03-2025,131.38,C1028,India
INV930712,S00031,Product 031,2,28-07-2024,109.67,C1078,USA
INV679183,S00099,Product 099,3,20-03-2024,132.57,C1004,France
INV987930,S00069,Product 069,7,29-06-2024,18.85,C1103,USA
INV430314,S00102,Product 102,9,05-05-2025,114.12,C1092,France
INV686528,S00008,Product 008,4,05-07-2025,144.91,C1118,Spain
INV428806,S00095,Product 095,8,23-07-2025,9.25,C1115,India
INV729929,S00033,Product 033,2,17-05-2024,35.01,C1008,United Kingdom
INV771115,S00043,Product 043,6,03-01-2025,119.51,C1089,India
INV389645,S00006,Product 006,9,01-04-2024,78.97,C1060,Spain
INV943903,S00114,Product 114,4,07-03-2025,14.82,C1088,Spain
INV871441,S00077,Product 077,5,09-09-2024,41.66,C1104,USA
INV905047,S00117,Product 117,2,09-03-2025,49.96,C1069,France
INV296018,S00068,Product 068,5,20-02-2025,49.52,C1000,USA
INV746065,S00019,Product 019,6,26-08-2025,131.9,C1103,Spain
INV195742,S00041,Product 041,9,24-10-2024,99.98,C1052,Germany
INV194959,S00053,Product 053,2,26-07-2024,110.77,C1055,Spain
INV975929,S00018,Product 018,4,16-11-2024,4.01,C1070,Germany
INV237609,S00111,Product 111,6,09-04-2024,65.27,C1109,USA
INV877723,S00114,Product 114,9,08-03-2024,49.04,C1063,United Kingdom
INV487722,S00068,Product 068,3,11-11-2024,128.08,C1024,France
INV373280,S00070,Product 070,7,16-05-2025,143.17,C1087,India
INV166148,S00084,Product 084,8,20-11-2024,64.65,C1075,United Kingdom
INV707652,S00081,Product 081,6,20-04-2025,146.01,C1007,France
INV749197,S00008,Product 008,4,18-04-2024,4.13,C1063,Spain
INV520316,S00064,Product 064,3,30-09-2024,50.21,C1094,France
INV828948,S00093,Product 093,3,07-01-2025,116.69,C1106,India
INV390815,S00096,Product 096,1,30-07-2024,55.29,C1033,Germany
INV596509,S00071,Product 071,2,09-01-2024,138.3,C1062,France
INV358096,S00107,Product 107,4,14-02-2024,34.33,C1098,Germany
INV624002,S00070,Product 070,2,18-07-2025,119.76,C1070,Spain
INV222424,S00046,Product 046,1,02-01-2025,31.85,C1050,USA
INV528549,S00053,Product 053,7,09-06-2024,31.17,C1022,Germany
INV594385,S00083,Product 083,1,06-06-2024,67.97,C1005,France
INV600887,S00106,Product 106,2,25-01-2024,141.85,C1082,Germany
INV501936,S00028,Product 028,6,28-07-2025,88.65,C1115,Germany
INV679213,S00035,Product 035,9,06-03-2024,95.98,C1072,USA
INV560967,S00078,Product 078,7,06-04-2025,3.44,C1093,India
INV354913,S00091,Product 091,1,26-05-2024,10.38,C1081,USA
INV293821,S00048,Product 048,2,23-07-2024,11.91,C1041,Spain
INV682949,S00077,Product 077,7,15-06-2024,123.31,C1062,Spain
INV944748,S00001,Product 001,7,16-05-2025,37.05,C1032,India
INV777871,S00035,Product 035,4,20-01-2024,50.67,C1026,Spain
INV674731,S00114,Product 114,9,02-08-2024,92.27,C1070,India
INV929378,S00069,Product 069,8,18-06-2024,88.43,C1077,Germany
INV909639,S00104,Product 104,7,14-06-2024,62.76,C1118,United Kingdom
INV555823,S00026,Product 026,7,27-04-2024,2.64,C1028,France
INV198343,S00035,Product 035,8,08-07-2025,68.54,C1034,United Kingdom
INV670854,S00117,Product 117,2,18-08-2024,111.35,C1019,United Kingdom
INV660565,S00119,Product 119,7,11-09-2024,36.82,C1113,United Kingdom
INV349619,S00105,Product 105,9,22-08-2024,106.84,C1093,United Kingdom
INV864514,S00038,Product 038,3,18-08-2025,4.24,C1039,India
INV882955,S00096,Product 096,1,25-07-2024,136.39,C1116,Spain
INV397828,S00055,Product 055,4,26-07-2024,142.61,C1084,USA
INV529171,S00101,Product 101,3,18-07-2024,2.36,C1057,Germany
INV275628,S00102,Product 102,9,17-07-2024,69.76,C1045,Germany
INV260516,S00052,Product 052,5,24-02-2024,63.25,C1068,France
INV338518,S00037,Product 037,6,02-01-2025,126.6,C1010,India
INV429208,S00117,Product 117,9,16-01-2024,82.03,C1020,USA
INV345640,S00054,Product 054,8,17-05-2024,92.48,C1112,India
INV236471,S00052,Product 052,7,02-05-2024,31.97,C1024,Spain
INV502478,S00080,Product 080,9,26-06-2024,13.41,C1019,USA
INV661206,S00112,Product 112,7,05-04-2025,104.47,C1103,Germany
INV393366,S00016,Product 016,3,30-12-2024,93.86,C1113,France
INV580193,S00118,Product 118,7,25-08-2025,125.18,C1098,Germany
INV344146,S00051,Product 051,3,01-08-2024,127.01,C1012,United Kingdom
INV733473,S00004,Product 004,-3,18-07-2025,95.39,C1100,France
INV683660,S00037,Product 037,6,28-01-2024,81.68,C1032,India
INV964053,S00056,Product 056,3,02-11-2024,137.27,C1001,Germany
INV147729,S00081,Product 081,1,30-04-2025,120.59,C1110,India
INV867825,S00068,Product 068,-9,19-11-2024,132.6,C1032,Spain
INV406327,S00017,Product 017,6,21-07-2025,149.38,C1079,India
INV159441,S00059,Product 059,7,10-07-2024,61.72,C1008,Germany
INV720776,S00028,Product 028,8,21-01-2024,108.11,C1022,USA
INV254548,S00033,Product 033,6,15-04-2025,103.83,C1105,Germany
INV258264,S00085,Product 085,6,11-02-2024,27.77,C1071,France
INV981686,S00096,Product 096,-8,09-04-2025,96.21,C1119,India
INV298834,S00019,Product 019,3,21-03-2025,65.36,C1021,India
INV592446,S00072,Product 072,8,28-05-2025,68.69,C1106,Germany
INV280599,S00051,Product 051,7,18-10-2024,28.66,C1104,Germany
INV211590,S00041,Product 041,2,28-06-2025,112.22,C1110,France
INV100833,S00085,Product 085,2,13-04-2024,105.3,C1005,France
INV114444,S00030,Product 030,8,21-09-2024,80.78,C1012,United Kingdom
INV526390,S00092,Product 092,9,15-03-2024,25.19,C1063,Germany
INV490599,S00048,Product 048,9,11-04-2025,84.42,C1013,United Kingdom
INV135062,S00012,Product 012,1,10-03-2025,16.82,C1007,United Kingdom
INV414632,S00095,Product 095,9,05-05-2025,52.23,C1097,France
INV345645,S00102,Product 102,8,09-04-2025,57.11,C1083,United Kingdom
INV614187,S00068,Product 068,7,06-07-2024,132.75,C1101,India
INV995322,S00087,Product 087,5,11-02-2024,63.5,C1112,India
INV722475,S00018,Product 018,5,18-07-2025,90.57,C1017,Germany
INV926555,S00041,Product 041,4,26-10-2024,131.47,C1099,USA
INV273002,S00042,Product 042,1,27-02-2024,65.01,C1005,Spain
INV293568,S00091,Product 091,5,17-07-2025,132.79,C1044,Germany
INV775726,S00042,Product 042,3,27-08-2025,22.2,C1035,Germany
INV379001,S00087,Product 087,2,27-09-2024,56,C1028,France
INV863892,S00037,Product 037,1,13-04-2025,16.02,C1086,USA
INV517333,S00072,Product 072,5,23-01-2024,85.02,C1014,United Kingdom
INV280738,S00025,Product 025,1,26-02-2024,143.68,C1097,United Kingdom
INV859971,S00067,Product 067,8,17-06-2024,99.23,C1104,France
INV595412,S00010,Product 010,9,02-02-2025,94.66,C1079,USA
INV822380,S00088,Product 088,8,22-03-2024,43.17,C1009,Germany
INV507016,S00004,Product 004,3,21-01-2024,139.8,C1071,India
INV213617,S00119,Product 119,2,10-02-2025,71.79,C1075,Spain
INV712931,S00100,Product 100,5,13-04-2025,41.52,C1044,Germany
INV212003,S00069,Product 069,7,25-03-2025,148.18,C1044,USA
INV696961,S00109,Product 109,1,30-04-2025,64.62,C1056,United Kingdom
INV475058,S00097,Product 097,8,03-05-2025,56.98,C1119,Spain
INV812375,S00017,Product 017,4,01-01-2025,7.17,C1000,Spain
INV883084,S00089,Product 089,8,11-11-2024,28.39,C1061,India
INV466634,S00045,Product 045,1,04-06-2025,121.76,C1038,USA
INV893875,S00102,Product 102,4,30-07-2024,73.44,C1065,India
INV199809,S00103,Product 103,5,29-02-2024,143.32,C1000,Spain
INV196629,S00114,Product 114,1,02-04-2025,14.42,C1110,United Kingdom
INV994183,S00054,Product 054,7,16-06-2024,93.16,C1054,Germany
INV616866,S00023,Product 023,9,18-08-2025,108.56,C1116,France
INV505641,S00015,Product 015,5,08-09-2024,93.94,C1018,France
INV240107,S00020,Product 020,4,01-06-2025,80.42,C1070,United Kingdom
INV360097,S00119,Product 119,6,26-01-2024,87.59,C1081,United Kingdom
INV717515,S00070,Product 070,4,04-02-2025,104.05,C1095,France
INV839541,S00042,Product 042,4,29-09-2024,129.76,C1001,India
INV924789,S00054,Product 054,7,08-10-2024,51.78,C1076,USA
INV466959,S00021,Product 021,6,10-06-2024,70.03,C1017,USA
INV509291,S00068,Product 068,3,13-08-2025,96.11,C1051,France
INV246967,S00051,Product 051,4,26-08-2024,48.5,C1006,USA
INV174774,S00095,Product 095,8,01-06-2025,28.46,C1006,France
INV494064,S00003,Product 003,5,15-09-2024,144.99,C1091,France
INV621328,S00111,Product 111,1,30-01-2024,30.82,C1086,Germany
INV193884,S00008,Product 008,8,18-06-2025,36.44,C1107,Spain
INV467664,S00050,Product 050,7,22-04-2024,93.57,C1084,Germany
INV677406,S00041,Product 041,3,13-06-2024,13.45,C1071,France
INV829808,S00086,Product 086,9,07-06-2025,7.04,C1014,USA
INV944637,S00079,Product 079,9,27-06-2025,11.47,C1091,Spain
INV406309,S00024,Product 024,9,11-07-2025,20.24,C1027,Germany
INV452553,S00059,Product 059,4,15-09-2024,65.52,C1012,India
INV887406,S00064,Product 064,9,05-04-2025,124.73,C1087,India
INV723942,S00056,Product 056,8,18-07-2024,52.61,C1070,Spain
INV346330,S00003,Product 003,8,26-03-2025,65.27,C1017,United Kingdom
INV716627,S00022,Product 022,5,01-11-2024,90.84,C1065,Germany
INV241765,S00060,Product 060,3,01-02-2024,46.72,C1082,United Kingdom
INV504136,S00031,Product 031,3,10-09-2024,66.02,C1059,USA
INV375832,S00065,Product 065,9,11-10-2024,59.17,C1086,Germany
INV993375,S00020,Product 020,5,05-06-2024,52.6,C1060,France
INV131424,S00088,Product 088,9,15-08-2024,59.48,C1042,USA
INV871088,S00023,Product 023,5,01-11-2024,3.65,C1026,USA
INV353121,S00078,Product 078,5,31-01-2024,133.17,C1030,Germany
INV132601,S00100,Product 100,1,02-04-2024,146.65,C1097,USA
INV694105,S00043,Product 043,4,11-04-2025,129.65,C1044,India
INV710229,S00017,Product 017,6,01-08-2024,2.85,C1085,Spain
INV228054,S00001,Product 001,1,04-01-2025,113.13,C1043,Germany
INV134493,S00043,Product 043,2,10-12-2024,86.82,C1063,India
INV200228,S00014,Product 014,6,01-12-2024,15.94,C1072,Spain
INV467982,S00105,Product 105,3,08-09-2024,140.06,C1057,France
INV219146,S00116,Product 116,7,20-10-2024,116.88,C1089,Spain
INV732738,S00117,Product 117,5,15-05-2025,23.5,C1110,Germany
INV169796,S00110,Product 110,4,09-08-2025,144.68,C1103,Spain
INV810024,S00070,Product 070,2,05-06-2024,20.68,C1110,United Kingdom
INV887170,S00039,Product 039,4,11-02-2025,69.29,C1003,Germany
INV745165,S00054,Product 054,5,12-08-2025,25.53,C1091,France
INV949702,S00031,Product 031,6,05-01-2024,24.23,C1087,United Kingdom
INV945306,S00100,Product 100,3,22-04-2025,145.24,C1049,USA
INV141904,S00052,Product 052,1,29-10-2024,86.67,C1037,USA
INV407765,S00046,Product 046,9,11-08-2025,40.36,C1006,France
INV784063,S00083,Product 083,9,17-12-2024,116.91,C1100,Spain
INV405675,S00045,Product 045,9,24-05-2025,131.54,C1100,Germany
INV763435,S00043,Product 043,3,10-04-2024,137.81,C1009,Germany
INV796870,S00028,Product 028,6,27-03-2024,140.08,C1069,USA
INV997217,S00009,Product 009,2,17-07-2025,136.03,C1066,France
INV396880,S00005,Product 005,9,16-11-2024,96.56,C1020,USA
INV413083,S00048,Product 048,1,05-12-2024,52.69,C1065,United Kingdom
INV121846,S00119,Product 119,5,13-04-2024,138.98,C1097,United Kingdom
INV356957,S00032,Product 032,8,17-05-2024,20.13,C1039,France
INV352476,S00077,Product 077,7,12-05-2025,26.98,C1087,India
INV507773,S00039,Product 039,8,03-07-2024,66.21,C1116,France
INV479061,S00037,Product 037,5,21-12-2024,43.98,C1054,USA
INV870916,S00020,Product 020,1,11-07-2024,93.13,C1012,United Kingdom
INV796410,S00068,Product 068,1,09-06-2024,135.98,C1035,USA
INV755733,S00079,Product 079,2,10-04-2024,74.67,C1016,France
INV104691,S00042,Product 042,1,19-07-2025,83.97,C1042,Germany
INV524460,S00063,Product 063,5,25-07-2025,64.62,C1077,Spain
INV756638,S00057,Product 057,1,11-03-2024,106.72,C1024,India
INV320106,S00033,Product 033,2,02-08-2024,16.9,C1061,USA
INV482366,S00083,Product 083,4,08-12-2024,9.19,C1119,United Kingdom
INV754313,S00066,Product 066,7,21-08-2024,96.92,C1031,India
INV815085,S00008,Product 008,7,14-03-2025,81.16,C1105,Germany
INV869073,S00059,Product 059,1,07-06-2024,62.29,C1036,Spain
INV486830,S00047,Product 047,9,05-02-2024,51.43,C1073,France
INV459955,S00095,Product 095,5,23-07-2024,9.67,C1018,India
INV444436,S00037,Product 037,4,29-12-2024,102.72,C1032,France
INV701726,S00114,Product 114,4,19-04-2024,64.38,C1104,Germany
INV477593,S00074,Product 074,8,11-05-2025,67.9,C1070,France
INV460190,S00016,Product 016,5,08-01-2024,134.23,C1068,India
INV251448,S00049,Product 049,-3,11-02-2024,111.16,C1061,USA
INV530643,S00106,Product 106,4,05-11-2024,34.48,C1029,United Kingdom
INV313559,S00031,Product 031,1,07-11-2024,99.26,C1111,Spain
INV572418,S00084,Product 084,2,28-06-2024,21.57,C1047,United Kingdom
INV899794,S00094,Product 094,3,06-06-2024,30.72,C1001,Spain
INV798152,S00083,Product 083,2,12-02-2024,107.69,C1108,Spain
INV530248,S00011,Product 011,4,07-02-2025,20.63,C1005,USA
INV979754,S00045,Product 045,1,18-08-2024,43.47,C1106,Germany
INV982201,S00042,Product 042,6,13-03-2024,134.91,C1031,India
INV499929,S00041,Product 041,2,31-08-2024,111.27,C1008,India
INV787152,S00105,Product 105,2,23-07-2025,139.56,C1026,Spain
INV408083,S00001,Product 001,9,07-06-2024,132.51,C1078,Spain
INV890779,S00065,Product 065,1,27-06-2025,48.26,C1065,Spain
INV436231,S00117,Product 117,3,06-06-2024,95.59,C1018,United Kingdom
INV332452,S00105,Product 105,5,23-04-2024,58.05,C1036,India
INV220500,S00073,Product 073,3,07-06-2024,105.17,C1025,France
INV858372,S00119,Product 119,3,15-07-2024,53.57,C1078,United Kingdom
INV367244,S00048,Product 048,2,14-03-2024,2.19,C1103,Spain
INV831986,S00073,Product 073,4,23-12-2024,15.9,C1030,USA
INV177802,S00065,Product 065,7,21-07-2024,116.11,C1107,India
INV550794,S00006,Product 006,6,12-03-2025,14.43,C1048,Germany
INV485104,S00005,Product 005,9,25-10-2024,90.71,C1009,India
INV494937,S00107,Product 107,7,26-09-2024,128.95,C1038,USA
INV250621,S00021,Product 021,8,13-10-2024,111.68,C1104,Germany
INV166478,S00043,Product 043,4,05-04-2024,63.19,C1097,Spain
INV411765,S00075,Product 075,6,09-03-2025,32.87,C1087,USA
INV523209,S00069,Product 069,6,04-03-2024,138.54,C1047,United Kingdom
INV814219,S00062,Product 062,8,14-03-2025,85.83,C1093,France
INV516208,S00117,Product 117,5,30-08-2025,62,C1085,France
INV321334,S00094,Product 094,4,09-04-2025,141.42,C1095,United Kingdom
INV336240,S00113,Product 113,1,03-10-2024,33.82,C1066,Germany
INV650704,S00079,Product 079,8,10-07-2024,67.46,C1060,Spain
